2 mins,Direct quotation,FALSE,"They concluded saying that ""the interviewee's motives were that they send remittances to family and relatives because of altruism.""","Moreover, in addition operation, ArrayLists, ArrayDeque, and LinkedLists are recommended when memory, CPU, and energy consumption are all considered together. Notably, LinkedList is the optimal choice when only energy consumption is considered during addition.",https://www.diva-portal.org/smash/get/diva2:1773090/FULLTEXT01.pdf,FALSE,FALSE
3 mins,Direct quotation,FALSE,"Alsaid et al. reported that ""in addition operation, ArrayLists, ArrayDeque, and LinkedLists are recommended when memory, CPU, and energy consumption are all considered together.""",It goes without saying that cloud service providers can do more in terms of transparency about the cause of service failures and effective communication with customers during service disruptions.,https://www.diva-portal.org/smash/get/diva2:646329/FULLTEXT01.pdf,FALSE,FALSE
2 mins,Direct quotation,FALSE,"The writers claim that ""cloud service providers can do more in terms of transparency about the cause of service failures and effective communication with customers during service disruptions.""","By using a difference-in-difference method on our obtained data from introductory macroeconomic sample, we are able to conclude that our results did not show any negative treatment effect against foreign-named students. These results are implemented through the fact that foreign-named students received even lower test scores after the reform, thus we can say that the graders treated the foreign-named students positively.",https://www.diva-portal.org/smash/get/diva2:1453705/FULLTEXT01.pdf,FALSE,FALSE
1 min,Direct quotation,FALSE,"In 2020, Huskanovic and Nur reported that ""by using a differenc-in-difference method, they found that their results ""did not show any negative treatment against foreign-named students.""","Additionally, the study highlights the need for developers to consider multiple factors when selecting a Collection or Sorting algorithm, emphasizing that there may be a lack of correlation between energy consumption and quality attributes (CPU and memory usage) in certain algorithms and Collections.",https://www.diva-portal.org/smash/get/diva2:1773090/FULLTEXT01.pdf,FALSE,FALSE
2 mins,Direct quotation,FALSE,"They concluded by saying that ""the study highlights the need for developers to consider multiple factors when selecting a Collection or Sorting algorithm, emphasizing that there may be a lack of correlation between energy consumption and quality attributes (CPU and memory usage) in certain algorithms and Collections.""","Moreover, immigrant men and women face different challenges in the Swedish labour market. In 2018, the immigrant-native employment gap was 18 percentage points for women and 11 percentage points for men (Arbetsmarknadsrapport, 2019), implying that immigrant women might have a longer employment integration process.",https://www.diva-portal.org/smash/get/diva2:1571473/FULLTEXT01.pdf,FALSE,FALSE
4 mins,Direct quotation,TRUE,"Immigrant men and women each have their own struggles in the Swedish labour market. Amanda and Thea reported that, in 2018, ""the immigrant-native empoyment gap was 18 percentage points for women and 11 percentage points for men.""","Moreover, immigrant men and women face different challenges in the Swedish labour market. In 2018, the immigrant-native employment gap was 18 percentage points for women and 11 percentage points for men (Arbetsmarknadsrapport, 2019), implying that immigrant women might have a longer employment integration process.",https://www.diva-portal.org/smash/get/diva2:1571473/FULLTEXT01.pdf,TRUE,TRUE
3 mins,Direct quotation,TRUE,"Meysa and Hodan reported that ""the ability to support families through remittances has become a motivation for migration (Castles et al. 2013), but remittance flows are not directly related to migration flows but rather to the stock of migrants in a specific country.""","The money sent by migrants is called economic remittance and is mainly to provide for their families in another country. The ability to support families through remittances has become a motivation for migration (Castles et al. 2013), but remittance flows are not directly related to migration flows but rather to the stock of migrants in a specific country (Castles et al. 2013).",https://www.diva-portal.org/smash/get/diva2:1532847/FULLTEXT01.pdf,TRUE,TRUE
3 mins,Direct quotation,TRUE,"Alhawi and Abdilrahim states that ""the software typically consists of a large number of classes, and a single change in a class might propagate to a significant percentage of other classes followed by an increase in faults/defects.""","The software typically consists of a large number of classes, and a single change in a class might propagate to a significant percentage of other classes followed by an increase in faults/defects. However, there is little or no evidence in practice that shows change-prone software modules or classes to be more fault-prone or vice versa.",https://www.diva-portal.org/smash/get/diva2:1454014/FULLTEXT01.pdf,TRUE,FALSE
2 mins,Direct quotation,TRUE,"Abdulin stated that ""one of the issues in Swedish forestry is damaging historical remains when heavy machinery is used for scarification, soil preparation, and regeneration felling activities.""","One of the issues in Swedish forestry is damaging historical remains when heavy machinery is used for scarification, soil preparation, and regeneration felling activities.",https://www.diva-portal.org/smash/get/diva2:1567620/FULLTEXT01.pdf,TRUE,TRUE
3 mins,Direct quotation,TRUE,"Abraham and Andersson reported that ""non-European immigrant women might suffer from ethnic and gender discrimation in the labour market.""","Another important factor that could explain why there is an immigrant-native employment gap and why it might differ by gender is discrimination. Especially non-European immigrant women might suffer from ethnic and gender discrimination in the labour market (Statskontoret, 2018). Since discrimination towards immigrants can be expressed through negative attitudes towards immigrants, overcoming these negative attitudes could improve the labour market situation of immigrants (Constant et al, 2009). ",https://www.diva-portal.org/smash/get/diva2:1571473/FULLTEXT01.pdf,TRUE,FALSE
3 mins,Direct quotation,TRUE,"They concluded saying that ""the interviewee's motives were that they send remittances to family and relatives because of altruism.""","The study resulted in the conclusion that most of the interviewees' motives were that they send remittances to family, and relatives because of altruism. Within the altruistic motives, the interviewees have been clear in explaining the receivers, for example, the family and relatives' circumstances in the home country, which means that they need financial support.",https://www.diva-portal.org/smash/get/diva2:1532847/FULLTEXT01.pdf,TRUE,FALSE
2 mins,Direct quotation,TRUE,"Alsaid et al. reported that ""in addition operation, ArrayLists, ArrayDeque, and LinkedLists are recommended when memory, CPU, and energy consumption are all considered together.""","Moreover, in addition operation, ArrayLists, ArrayDeque, and LinkedLists are recommended when memory, CPU, and energy consumption are all considered together. Notably, LinkedList is the optimal choice when only energy consumption is considered during addition.",https://www.diva-portal.org/smash/get/diva2:1773090/FULLTEXT01.pdf,TRUE,FALSE
2 mins,Direct quotation,TRUE,"The writers claim that ""cloud service providers can do more in terms of transparency about the cause of service failures and effective communication with customers during service disruptions.""",It goes without saying that cloud service providers can do more in terms of transparency about the cause of service failures and effective communication with customers during service disruptions.,https://www.diva-portal.org/smash/get/diva2:646329/FULLTEXT01.pdf,TRUE,TRUE
4 mins,Direct quotation,TRUE,"In 2020, Huskanovic and Nur reported that ""by using a differenc-in-difference method, they found that their results ""did not show any negative treatment against foreign-named students.""","By using a difference-in-difference method on our obtained data from introductory macroeconomic sample, we are able to conclude that our results did not show any negative treatment effect against foreign-named students. These results are implemented through the fact that foreign-named students received even lower test scores after the reform, thus we can say that the graders treated the foreign-named students positively.",https://www.diva-portal.org/smash/get/diva2:1453705/FULLTEXT01.pdf,TRUE,TRUE
3 mins,Direct quotation,TRUE,"They concluded by saying that ""the study highlights the need for developers to consider multiple factors when selecting a Collection or Sorting algorithm, emphasizing that there may be a lack of correlation between energy consumption and quality attributes (CPU and memory usage) in certain algorithms and Collections.""","Additionally, the study highlights the need for developers to consider multiple factors when selecting a Collection or Sorting algorithm, emphasizing that there may be a lack of correlation between energy consumption and quality attributes (CPU and memory usage) in certain algorithms and Collections.",https://www.diva-portal.org/smash/get/diva2:1773090/FULLTEXT01.pdf,TRUE,TRUE
5 min,Summarising,FALSE,"The text discusses how firms utilize online personalized advertisements to gain and maintain a competitive edge. By gathering data on individual consumers, companies can tailor their online ads to target specific individuals, enhancing the effectiveness of their marketing efforts.","There has been a significant increase in e-commerce over the past years and to which extent consumers use it. During the past year, when the Covid-19 pandemic has ravaged among us, food consumption has also become a fact. Grocery stores have had the opportunity to develop their e-commerce and offer their customers a chance to purchase products at any time suitable",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1562178&c=24&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
2 min,Summarising,FALSE,"The text highlights the substantial growth in e-commerce, especially during the Covid-19 pandemic, which has also affected consumer habits in food consumption. Grocery stores have capitalized on this shift by enhancing their e-commerce capabilities, allowing customers to shop for groceries online at their convenience.","The use of online personalized advertisements has drawn attention among firms, in efforts of acquiring and maintaining competitive advantage. By collecting individual consumer information, firms are able to personalize advertisements to specific individuals in online contexts.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1109489&c=23&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
2 min,Summarising,FALSE,"The text discusses the impact of social media content on consumers' purchase intentions. It identifies three key characteristics of social media content—Usefulness, Informativeness, and Interactivity—that significantly influence consumers' willingness to buy products. Despite the unpredictable impact of social media content, these characteristics are notably linked to purchase intentions. The purpose highlighted in the text is to further explore and explain the relationship between these social media content characteristics and consumers' purchase intentions, underlining the need for continued research in this area due to the influential nature of social media on consumer behavior.","Today, there are many children that are not allowed, or have the possibility to go to school and get an education which is a failure towards children's development in relation to human rights. Despite that refugees are supposed to have rights to be provided education, they are reported getting lower access to education than other children.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1689139&c=33&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
2 min,Summarising,FALSE,"The text discusses the issue of limited educational access for many children today, particularly refugees. It highlights a significant gap in educational opportunities, noting that despite supposed rights to education, refugee children often receive less access compared to other children. This situation is described as a failure in terms of children's development and a violation of their human rights.","Social Media Content consists of characteristics by which have been found by previous research to have an influence on consumers' purchase intention. The social media content can be created by any social media user, who are referred to as content creators, whereby the degree of impact the social media content has on consumers' purchase intention is difficult to predict. There are specifically three social media content characteristics that have been shown to be more strongly related to consumers’ purchase intention than others, which are Usefulness, Informativeness and Interactivity. Previous research suggests that further investigation regarding consumers’ purchase intention in relation to the online context is of relevance to research since social media content is an influential factor regarding consumers’ purchase intention, for an increased explanation of consumers’ purchase intention. Purpose: The purpose is to explain the relationship between social media content characteristics and consumers’ purchase intention.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1442530&c=32&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
2 min,Summarising,FALSE,"The text addresses the ongoing discourse on the impact of robotics on traditional manufacturing industries, highlighting the continuous evolution of theories regarding how robotics will alter the business landscape. Specifically, it points out the significant changes facing the Chinese labor market due to robotics, raising concerns about the uncertain effects on employment rates and the overall economy.","It has also been identified that technological touchpoints are used by retailers in the furniture sector to create greater opportunity and availability for customers to make different choices. Furthermore, to easily create an innovative experience and faster produce communication. In summary, the basic reason for why furniture companies manage technological touchpoints is to create a good, accomplished experience for the customer and to be competitive on the market. By using digital touchpoints, this thesis has shown that the customer experience has improved in several ways, including the relationship between company and customer.",https://www.diva-portal.org/smash/get/diva2:1573851/FULLTEXT01.pdf,FALSE,FALSE
1 min,Summarising,FALSE,"The study found that most interviewees sent remittances to family and relatives out of altruism, motivated by a desire to support them financially. Additionally, some interviewees sent remittances to maintain favor in inheritance by supporting their parents.","Our explanations for these results can be related to the mechanism “in-group bias” where favoritism due to similar characteristics between the grader and the students could have had an impact. Thus this mechanism is beyond the scope of our paper, and we can therefore not conclusively say what factors contributed to these results considering the graders gender but this mechanism could be interesting to test in future studies.",https://www.diva-portal.org/smash/get/diva2:1453705/FULLTEXT01.pdf,FALSE,FALSE
1 min,Summarising,FALSE,"The study suggests that the results may be influenced by the ""in-group bias"" mechanism, where favoritism towards individuals with similar characteristics could play a role. However, this mechanism falls outside the scope of the current paper.","It has also been identified that technological touchpoints are used by retailers in the furniture sector to create greater opportunity and availability for customers to make different choices. Furthermore, to easily create an innovative experience and faster produce communication. In summary, the basic reason for why furniture companies manage technological touchpoints is to create a good, accomplished experience for the customer and to be competitive on the market. By using digital touchpoints, this thesis has shown that the customer experience has improved in several ways, including the relationship between company and customer.",https://www.diva-portal.org/smash/get/diva2:1573851/FULLTEXT01.pdf,FALSE,FALSE
1 min,Summarising,FALSE,"Furniture retailers utilize technological touchpoints to enhance customer choice, innovation, and communication. The primary aim is to provide customers with a satisfying experience and remain competitive in the market. This approach has led to improvements in customer experience, particularly in enhancing the company-customer relationship, as demonstrated by this thesis.","Moreover, the hopelessness seems to be apparent in various circumstances online. For example, consumers seem to have several misconceptions regarding the use of cookies, and uncertainty concerning the nature of cookies is discernible. The empirical material suggests that this uncertainty and variety of misconceptions stem from the fact that consumers have not attempted to seek explanations or further information regarding the meaning of cookies. This in turn implies that consumers possess a hopelessness, in that there is nothing to gain from such knowledge, since, as an individual, such knowledge would amount to nothing. ",https://www.diva-portal.org/smash/get/diva2:1109489/FULLTEXT01.pdf,FALSE,FALSE
1 min,Summarising,FALSE,"Consumers display misconceptions and uncertainty about cookies online, often stemming from a lack of effort to seek explanations. This suggests a sense of hopelessness, as consumers perceive no value in acquiring knowledge about cookies.",The transition from low-skilled labor has resulted in the Chinese population choosing education to find a good job and avoid competing with robots that are taking over the production lines in traditional low-skilled labor factories. China has made a tremendous transition from the world's largest pool of cheap labor force into the world's largest skilled labor pool.,https://www.diva-portal.org/smash/get/diva2:1576676/FULLTEXT01.pdf,FALSE,FALSE
1 min,Summarising,FALSE,China has moved away from low-skilled labor towards prioritizing education to secure better jobs and avoid competition with robots. This has transformed it from having the world's largest cheap labor force to the world's largest skilled labor pool.,"The study resulted in the conclusion that most of the interviewees' motives were that they send remittances to family, and relatives because of altruism. Within the altruistic motives, the interviewees have been clear in explaining the receivers, for example, the family and relatives' circumstances in the home country, which means that they need financial support. We identified that some interviewees sent remittances and supported their parents in the home country to maintain favor in inheritance.",https://www.diva-portal.org/smash/get/diva2:1532847/FULLTEXT01.pdf,FALSE,FALSE
2 min,Summarising,TRUE,"The text discusses how firms utilize online personalized advertisements to gain and maintain a competitive edge. By gathering data on individual consumers, companies can tailor their online ads to target specific individuals, enhancing the effectiveness of their marketing efforts.","The use of online personalized advertisements has drawn attention among firms, in efforts of acquiring and maintaining competitive advantage. By collecting individual consumer information, firms are able to personalize advertisements to specific individuals in online contexts.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1109489&c=23&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
2 min,Summarising,TRUE,"The text highlights the substantial growth in e-commerce, especially during the Covid-19 pandemic, which has also affected consumer habits in food consumption. Grocery stores have capitalized on this shift by enhancing their e-commerce capabilities, allowing customers to shop for groceries online at their convenience.","There has been a significant increase in e-commerce over the past years and to which extent consumers use it. During the past year, when the Covid-19 pandemic has ravaged among us, food consumption has also become a fact. Grocery stores have had the opportunity to develop their e-commerce and offer their customers a chance to purchase products at any time suitable.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1562178&c=24&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
3 min,Summarising,TRUE,"The text discusses the impact of social media content on consumers' purchase intentions. It identifies three key characteristics of social media content—Usefulness, Informativeness, and Interactivity—that significantly influence consumers' willingness to buy products. Despite the unpredictable impact of social media content, these characteristics are notably linked to purchase intentions. The purpose highlighted in the text is to further explore and explain the relationship between these social media content characteristics and consumers' purchase intentions, underlining the need for continued research in this area due to the influential nature of social media on consumer behavior.","Social Media Content consists of characteristics by which have been found by previous research to have an influence on consumers' purchase intention. The social media content can be created by any social media user, who are referred to as content creators, whereby the degree of impact the social media content has on consumers' purchase intention is difficult to predict. There are specifically three social media content characteristics that have been shown to be more strongly related to consumers’ purchase intention than others, which are Usefulness, Informativeness and Interactivity. Previous research suggests that further investigation regarding consumers’ purchase intention in relation to the online context is of relevance to research since social media content is an influential factor regarding consumers’ purchase intention, for an increased explanation of consumers’ purchase intention. Purpose: The purpose is to explain the relationship between social media content characteristics and consumers’ purchase intention.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1442530&c=32&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
4 min,Summarising,TRUE,"The text discusses the issue of limited educational access for many children today, particularly refugees. It highlights a significant gap in educational opportunities, noting that despite supposed rights to education, refugee children often receive less access compared to other children. This situation is described as a failure in terms of children's development and a violation of their human rights.","Today, there are many children that are not allowed, or have the possibility to go to school and get an education which is a failure towards children's development in relation to human rights. Despite that refugees are supposed to have rights to be provided education, they are reported getting lower access to education than other children.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1689139&c=33&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
2 min,Summarising,TRUE,"The text addresses the ongoing discourse on the impact of robotics on traditional manufacturing industries, highlighting the continuous evolution of theories regarding how robotics will alter the business landscape. Specifically, it points out the significant changes facing the Chinese labor market due to robotics, raising concerns about the uncertain effects on employment rates and the overall economy.","For as long robotics has been a research topic, their impact on the traditional manufacturing industry have been discussed. Several theories have been presented through the years in how robotics will change the business climate. The Chinese labor market is facing big transitions and the question of what the effects on employment rate and economy will be remains uncertain.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1576676&c=34&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
3 mins,Summarising,TRUE,"The study found that most interviewees sent remittances to family and relatives out of altruism, motivated by a desire to support them financially. Additionally, some interviewees sent remittances to maintain favor in inheritance by supporting their parents.","The study resulted in the conclusion that most of the interviewees' motives were that they send remittances to family, and relatives because of altruism. Within the altruistic motives, the interviewees have been clear in explaining the receivers, for example, the family and relatives' circumstances in the home country, which means that they need financial support. We identified that some interviewees sent remittances and supported their parents in the home country to maintain favor in inheritance.",https://www.diva-portal.org/smash/get/diva2:1532847/FULLTEXT01.pdf,TRUE,TRUE
4 mins,Summarising,TRUE,"The study suggests that the results may be influenced by the ""in-group bias"" mechanism, where favoritism towards individuals with similar characteristics could play a role. However, this mechanism falls outside the scope of the current paper.","Our explanations for these results can be related to the mechanism “in-group bias” where favoritism due to similar characteristics between the grader and the students could have had an impact. Thus this mechanism is beyond the scope of our paper, and we can therefore not conclusively say what factors contributed to these results considering the graders gender but this mechanism could be interesting to test in future studies.",https://www.diva-portal.org/smash/get/diva2:1453705/FULLTEXT01.pdf,TRUE,FALSE
3 mins,Summarising,TRUE,"Furniture retailers utilize technological touchpoints to enhance customer choice, innovation, and communication. The primary aim is to provide customers with a satisfying experience and remain competitive in the market. This approach has led to improvements in customer experience, particularly in enhancing the company-customer relationship, as demonstrated by this thesis.","It has also been identified that technological touchpoints are used by retailers in the furniture sector to create greater opportunity and availability for customers to make different choices. Furthermore, to easily create an innovative experience and faster produce communication. In summary, the basic reason for why furniture companies manage technological touchpoints is to create a good, accomplished experience for the customer and to be competitive on the market. By using digital touchpoints, this thesis has shown that the customer experience has improved in several ways, including the relationship between company and customer.",https://www.diva-portal.org/smash/get/diva2:1573851/FULLTEXT01.pdf,TRUE,TRUE
3 mins,Summarising,TRUE,"Consumers display misconceptions and uncertainty about cookies online, often stemming from a lack of effort to seek explanations. This suggests a sense of hopelessness, as consumers perceive no value in acquiring knowledge about cookies.","Moreover, the hopelessness seems to be apparent in various circumstances online. For example, consumers seem to have several misconceptions regarding the use of cookies, and uncertainty concerning the nature of cookies is discernible. The empirical material suggests that this uncertainty and variety of misconceptions stem from the fact that consumers have not attempted to seek explanations or further information regarding the meaning of cookies. This in turn implies that consumers possess a hopelessness, in that there is nothing to gain from such knowledge, since, as an individual, such knowledge would amount to nothing. ",https://www.diva-portal.org/smash/get/diva2:1109489/FULLTEXT01.pdf,TRUE,TRUE
3 mins ,Summarising,TRUE,China has moved away from low-skilled labor towards prioritizing education to secure better jobs and avoid competition with robots. This has transformed it from having the world's largest cheap labor force to the world's largest skilled labor pool.,The transition from low-skilled labor has resulted in the Chinese population choosing education to find a good job and avoid competing with robots that are taking over the production lines in traditional low-skilled labor factories. China has made a tremendous transition from the world's largest pool of cheap labor force into the world's largest skilled labor pool.,https://www.diva-portal.org/smash/get/diva2:1576676/FULLTEXT01.pdf,TRUE,TRUE
3 min,Paraphrasing,TRUE,"She argues that the Somali diaspora's sense of duty stems from their cultural and religious backgrounds, motivating them to provide financial support and aid to their relatives. This practice is widespread among adult Somali Swedes and Somalis residing in other regions. Additionally, there's a notable trend of contributing to disaster relief efforts, such as drought relief, reflecting a shared commitment to solidarity and urgency. Importantly, the assistance offered transcends regional affiliations and is often driven by a combination of humanitarian concerns and familial responsibilities. Given the enduring impact of the civil war on many Somalis, whether the support provided is primarily motivated by religious obligation, humanitarian values, or familial ties can be complex and multifaceted.","She continues to say that the Somali diaspora’s commitment or obligation is based on their culture and religion. Hence why they remit and support their kinship. Many adult Somali Swedes and Somalis in other parts of the world have participated in this practice. Besides, people have widely expressed donations for drought relief and other forms of disaster donations. This is a common practice, that is, little or no attention is paid to the affiliation of certain regions, but based on a sense of urgency and solidarity, even for the economy, the same is true for people with very limited means. Also, because many Somalis suffered physical pain during the civil war, or had family members or friends who were or have been affected, it is not always clear if they remit because of religious and humanitarian obligations or because they feel responsible for their family.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1532847&c=4&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
3 min,Paraphrasing,TRUE,"The conflict holds particular significance for NATO and EU member states, particularly those, like Ukraine, with historical ties to the Soviet Union. As the Russia-Ukraine conflict escalates from a domestic issue to a global geopolitical struggle, it poses substantial risks of creating adversarial relationships among major powers and other nations worldwide.","The war thus makes itself of particular relevance for the NATO states and EU states, especially in regards to states such as Ukraine that were formerly aligned to the Soviet Union. Considering that the Russia-Ukraine war has already advanced from a national crisis into a global geopolitical conflict, it risks resulting into serious adversaries towards the main actors and other nations in general. ",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1762452&c=5&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
